,Unnamed: 0,Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),2/12/2019,1/1/2020,3/2/2020,2/3/2020,1/4/2020,1/5/2020,1/6/2020,1/7/2020,3/8/2020,1/9/2020,1/10/2020,2/11/2020,ratio_yearvar_meanprice,performance category,Value category,performance category_2
84,84,UPS US Equity,UNITED PARCEL-B,1.46E+11,85,Industrial,New York,UNITED STATES,US,3.571428537,178.01,82,3/12/2020,10/21/2020,42.76,118.22,117.06,102.03,92.75,90.39,91.9,99.28,114.42,142.18,162.65,167.65,159.55,0.790162405,pos_performers,High Value,high_positive_performance
85,85,TXN US Equity,TEXAS INSTRUMENT,1.45E+11,86,Technology,NASDAQ GS,UNITED STATES,US,3.333333254,164.63,93.09,3/16/2020,11/9/2020,37.43,118.79,128.29,123.4,118.97,96.89,109.71,117.86,124.8,129.32,144.96,144.91,145.6,0.570987695,pos_performers,High Value,high_positive_performance
86,86,QQQ US Equity,INVESCO QQQ TRUS,1.40E+11,87,Funds,NASDAQ GM,UNITED STATES,US,0,303.5,164.93,3/23/2020,9/2/2020,44.84,203,212.61,222.38,216.42,182.31,212.74,234.06,250.49,269.38,299.92,282.25,269.98,0.582320682,pos_performers,High Value,high_positive_performance
87,87,UNP US Equity,UNION PAC CORP,1.39E+11,88,Industrial,New York,UNITED STATES,US,4.206896782,210.95,105.08,3/18/2020,10/16/2020,18.04,173,180.79,180.29,160.34,136.49,156.64,169.5,166.88,172.06,195.8,194.23,179.24,0.61514773,pos_performers,High Value,moderate_positive_performance
88,88,AMGN US Equity,AMGEN INC,1.38E+11,89,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3.838709593,264.97,177.05,3/23/2020,7/6/2020,2.83,233.48,241.07,216.88,212.2,197.81,230.98,226.91,255.12,247.36,250.86,255.39,220.21,0.378385164,pos_performers,High Value,moderate_positive_performance
89,89,ABI BB Equity,ANHEUSER-BUSCH I,1.37E+11,90,"Consumer, Non-cyclical",EN Brussels,BELGIUM,BE,3.971428633,83.86,31.01,3/19/2020,1/7/2020,-22.29,79,81.54,75.47,58.14,43.48,46.02,48.85,48.92,54.43,57.79,53.79,52.23,0.906440271,neg_performers,High Value,high_negative_performance
90,90,1299 HK Equity,AIA,1.36E+11,91,Financial,Hong Kong,HONG KONG,HK,4.758620739,11.61,7.73,3/19/2020,11/11/2020,17.05,10.08,10.5,10.11,9.82,8.99,9.28,8.53,9.33,8.95,10.37,9.79,9.46,0.404131586,pos_performers,High Value,moderate_positive_performance
91,91,9984 JP Equity,SOFTBANK GROUP C,1.36E+11,92,Communications,Tokyo,JAPAN,JP,4.882352829,69.25,23.52,3/19/2020,10/13/2020,61.43,38.85,43.77,41.43,46.75,34.32,43.15,46.64,51.68,65.34,61.49,61.29,63.86,0.916785004,pos_performers,High Value,high_positive_performance
92,92,TCS IN Equity,TATA CONSULTANCY,1.35E+11,93,Technology,Natl India,INDIA,IN,3.622222185,39.34,20.33,3/13/2020,10/8/2020,27.44,28.21,30.38,29.49,27.55,22.31,26.55,27.06,27.71,29.97,30.74,34.46,34.96,0.652909356,pos_performers,High Value,high_positive_performance
93,93,LLY US Equity,ELI LILLY & CO,1.34E+11,94,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.952380896,170.75,113.29,11/18/2019,7/9/2020,27.11,116.74,131.43,141,132.84,136.42,153.63,152.45,163.3,152.84,147.3,144.29,131.63,0.404678761,pos_performers,High Value,high_positive_performance
94,94,LIN US Equity,LINDE PLC,1.34E+11,95,Basic Materials,New York,BRITAIN,IE,4.194444656,269.78,146.71,3/16/2020,11/9/2020,24.17,200.63,212.9,209.44,198.15,160.87,180.33,205.22,214.77,244.31,256.94,232.7,228.58,0.58032725,pos_performers,High Value,high_positive_performance
95,95,JD US Equity,JD.COM INC-ADR,1.33E+11,96,Communications,NASDAQ GS,CHINA,KY,4.775510311,92.77,30.84,12/3/2019,11/6/2020,165.23,32.29,35.23,39.2,43.3,40.91,41.38,54.73,60,64.53,82.49,78.57,82.32,1.134682037,pos_performers,High Value,Very_high_positive_performance
96,96,3988 HK Equity,BANK OF CHINA-H,1.33E+11,97,Financial,Hong Kong,CHINA,CN,4.333333492,0.44,0.3,10/7/2020,1/3/2020,-10.99,0.4,0.43,0.39,0.4,0.38,0.38,0.37,0.37,0.33,0.33,0.31,0.33,0.380090498,neg_performers,High Value,moderate_negative_performance
97,97,1306 JP Equity,NEXT FUNDS TOPIX,1.32E+11,98,Funds,Tokyo,JAPAN,JP,0,17.36,11.57,3/17/2020,12/13/2019,4.44,16.3,16.41,15.95,14.67,13.21,14.07,15.3,15.07,14.76,15.69,15.97,15.93,0.378988709,pos_performers,High Value,moderate_positive_performance
98,98,SAN FP Equity,SANOFI,1.28E+11,99,"Consumer, Non-cyclical",EN Paris,FRANCE,FR,4.466666698,110.35,75.14,3/16/2020,7/21/2020,6.72,91.39,100.5,96.88,95.69,86.24,98,98.71,102.62,106.05,100.14,100.18,92.3,0.361529905,pos_performers,High Value,moderate_positive_performance
99,99,941 HK Equity,CHINA MOBILE,1.27E+11,100,Communications,Hong Kong,HONG KONG,HK,4.615384579,9.01,5.82,3/19/2020,1/20/2020,-19.86,7.58,8.4,8.21,7.88,7.36,8.06,7.16,6.75,6.95,6.94,6.38,6.26,0.435346298,neg_performers,High Value,moderate_negative_performance
100,100,RDSA LN Equity,ROYAL DUTCH SH-A,1.26E+11,101,Energy,London,NETHERLANDS,GB,3.916666746,30.77,10.93,10/28/2020,1/6/2020,-43.68,28.66,29.63,25.55,21.98,17.62,15.41,16.09,16.28,14.93,14.53,11.97,13.09,1.054664658,neg_performers,High Value,high_negative_performance
101,101,BHP LN Equity,BHP GROUP PLC,1.25E+11,102,Basic Materials,London,AUSTRALIA,GB,4.115384579,24.39,11.73,3/12/2020,1/17/2020,1.03,22.23,23.56,21.54,18.56,15.01,16.14,19.86,20.32,22.16,23.46,21.22,19.45,0.623875816,pos_performers,High Value,moderate_positive_performance
102,102,6861 JP Equity,KEYENCE CORP,1.24E+11,103,Industrial,Tokyo,JAPAN,JP,4.199999809,516.66,269.13,3/17/2020,11/12/2020,41.9,348.22,354.26,341.58,321.73,315.18,362.43,411.69,412.77,400.6,408.6,464.05,459.61,0.64562938,pos_performers,High Value,high_positive_performance
103,103,BHP AU Equity,BHP GROUP LTD,1.24E+11,104,Basic Materials,ASE,AUSTRALIA,AU,4.571428776,29.11,14.84,3/13/2020,1/22/2020,1.92,26.11,27.31,25.58,21.79,18.4,19.17,24.22,24.78,26.57,27.67,26.07,23.8,0.587504717,pos_performers,High Value,moderate_positive_performance
104,104,PM US Equity,PHILIP MORRIS IN,1.22E+11,105,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.555555344,90.17,56.01,3/23/2020,2/11/2020,-0.95,82.6,85.09,83,84.97,71.12,73.28,73.79,69.99,76.53,79.04,74.14,71.63,0.443070538,neg_performers,High Value,moderate_negative_performance
105,105,LOW US Equity,LOWE'S COS INC,1.22E+11,106,"Consumer, Cyclical",New York,UNITED STATES,US,4.387096882,180.67,60,3/19/2020,10/16/2020,34.27,116,119.76,117.18,111.04,80.42,104.46,129.32,135.63,150.27,167.59,167.17,160.23,0.928784468,pos_performers,High Value,high_positive_performance
106,106,9437 JP Equity,NTT DOCOMO INC,1.21E+11,107,Communications,Tokyo,JAPAN,JP,3.142857075,37.72,25.08,9/23/2020,9/30/2020,35.02,27.58,27.96,28.38,27.35,29.46,29.69,27.56,26.25,27.8,27.27,36.81,37.05,0.429493714,pos_performers,High Value,high_positive_performance
107,107,6758 JP Equity,SONY CORP,1.15E+11,108,"Consumer, Cyclical",Tokyo,JAPAN,JP,4.714285851,91.24,49.2,3/13/2020,11/13/2020,38.86,64.18,68.12,70.88,63.78,58.16,63.74,64.82,69.19,78.37,78.75,76.1,83.62,0.60077884,pos_performers,High Value,high_positive_performance
108,108,SBUX US Equity,STARBUCKS CORP,1.15E+11,109,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,3.857142925,97.81,50.02,3/18/2020,11/16/2020,19.24,84.57,87.92,86.01,82.38,62.62,73.79,78.32,74.03,75.5,86.05,86.74,85.97,0.594957983,pos_performers,High Value,moderate_positive_performance
109,109,BA US Equity,BOEING CO/THE,1.14E+11,110,Industrial,New York,UNITED STATES,US,3.586206913,374.77,89,3/18/2020,11/18/2019,-43.62,355.18,325.76,316,289.27,130.7,133.37,151.39,180.32,162.27,172.1,167.86,148.6,1.353921716,neg_performers,High Value,high_negative_performance
110,110,ZM US Equity,ZOOM VIDEO COM-A,1.14E+11,111,Technology,NASDAQ GS,UNITED STATES,US,3.533333302,588.84,62.02,12/13/2019,10/19/2020,494.9,68.93,68.04,87.66,113.11,137,138.56,204.15,259.13,268,457.69,482.99,453,2.308706989,pos_performers,High Value,Very_high_positive_performance
111,111,SIE GR Equity,SIEMENS AG-REG,1.13E+11,112,Industrial,Xetra,GERMANY,DE,4.433333397,141,56.83,3/19/2020,11/9/2020,10.37,116.72,118.29,111.27,93.82,71.5,83.89,101.65,106.46,119.08,125.76,125.18,120,0.780785702,pos_performers,High Value,moderate_positive_performance
112,112,SHOP CN Equity,SHOPIFY INC - A,1.12E+11,113,Communications,Toronto,CANADA,CA,3.666666746,1149.64,305.75,11/18/2019,9/2/2020,200.73,331.01,397.61,469.53,488.57,384.17,612.76,757.69,949.76,1021.92,1138.43,1053.85,913.63,1.188726753,pos_performers,High Value,Very_high_positive_performance
113,113,857 HK Equity,PETROCHINA-H,1.11E+11,114,Energy,Hong Kong,CHINA,CN,3.736842155,0.54,0.28,10/22/2020,1/8/2020,-27.77,0.46,0.5,0.44,0.4,0.36,0.36,0.35,0.33,0.34,0.35,0.29,0.28,0.69955157,neg_performers,High Value,high_negative_performance
114,114,RY CN Equity,ROYAL BANK OF CA,1.11E+11,115,Financial,Toronto,CANADA,CA,4.357142925,82.85,49.66,3/23/2020,11/25/2019,-0.05,81.25,79.13,78.86,76.68,58.41,59.97,67.11,67.83,68.93,75.82,70.37,70.4,0.465955356,neg_performers,High Value,moderate_negative_performance
115,115,FP FP Equity,TOTAL SE,1.08E+11,116,Energy,EN Paris,FRANCE,FR,4.925925732,57.02,22.56,3/19/2020,1/6/2020,-24.69,52.14,55.17,48.39,43.71,38.46,36.1,38.45,38.48,38.07,39.32,33.46,31.5,0.838357831,neg_performers,High Value,high_negative_performance
116,116,AMT US Equity,AMERICAN TOWER C,1.06E+11,117,Financial,New York,UNITED STATES,US,4.478260994,272.2,174.32,3/23/2020,7/29/2020,12.58,209.57,229.82,234.07,240.75,206.97,234.2,264.31,265.39,256.58,248.03,242.15,233.49,0.40992137,pos_performers,High Value,moderate_positive_performance
117,117,RIO LN Equity,RIO TINTO PLC,1.06E+11,118,Basic Materials,London,BRITAIN,GB,3.519999981,66.72,34.14,3/23/2020,9/15/2020,20.32,54.71,59.7,53.11,47.65,44.71,45.23,54.56,55.52,62.75,62.34,59.94,57.14,0.594742607,pos_performers,High Value,high_positive_performance
118,118,RMS FP Equity,HERMES INTL,1.06E+11,119,"Consumer, Cyclical",EN Paris,FRANCE,FR,2.849999905,1016.2,559.76,3/18/2020,11/9/2020,29.11,736.49,747.08,750.68,709.71,646.76,733.78,830.3,832.86,811.39,855.19,879.47,931.87,0.578652338,pos_performers,High Value,high_positive_performance
119,119,LMT US Equity,LOCKHEED MARTIN,1.06E+11,120,Industrial,New York,UNITED STATES,US,4.208333492,442.53,266.11,3/23/2020,2/11/2020,-1.25,383.62,389.38,423.86,381.35,338.52,383.47,388.96,360.42,377.1,386.81,380.89,352.42,0.465610979,neg_performers,High Value,moderate_negative_performance
120,120,IBM US Equity,IBM,1.05E+11,121,Technology,New York,UNITED STATES,US,3.444444418,158.75,90.56,3/23/2020,2/6/2020,-8.35,132.91,134.04,146.27,134.3,105.14,121.87,124.89,118.54,124.31,123.4,121.09,112.91,0.545640041,neg_performers,High Value,moderate_negative_performance
121,121,MS US Equity,MORGAN STANLEY,1.05E+11,122,Financial,New York,UNITED STATES,US,4.357142925,58.14,27.2,3/18/2020,11/16/2020,22.4,49.08,51.12,52.6,46.48,31.62,38.4,44.7,47.61,49.46,52.58,47.26,49.38,0.662656838,pos_performers,High Value,high_positive_performance
122,122,HSBA LN Equity,HSBC HOLDINGS PL,1.05E+11,123,Financial,London,BRITAIN,GB,2.483870983,7.89,3.58,9/25/2020,12/27/2019,-33.9,7.36,7.85,7.23,6.66,5.09,5.04,4.74,4.65,4.34,4.25,3.93,4.29,0.79046309,neg_performers,High Value,high_negative_performance
123,123,RIO AU Equity,RIO TINTO LTD,1.05E+11,124,Basic Materials,ASE,AUSTRALIA,AU,3.571428537,77.08,44.2,3/13/2020,1/22/2020,11.75,66.47,70.45,64.78,56.36,53.82,53.05,65.95,67.22,73.28,71.92,68.54,65.12,0.507825371,pos_performers,High Value,moderate_positive_performance
124,124,C US Equity,CITIGROUP INC,1.05E+11,125,Financial,New York,UNITED STATES,US,4.555555344,83.11,32,3/18/2020,1/14/2020,-27.44,74.52,79.89,75.13,67.59,38.51,45.52,49.45,50.35,50.39,51.2,43.44,42.21,0.917868902,neg_performers,High Value,high_negative_performance
125,125,CSL AU Equity,CSL LTD,1.05E+11,126,"Consumer, Non-cyclical",ASE,AUSTRALIA,AU,3.666666746,231.21,140.75,3/23/2020,2/20/2020,17.21,195.01,193.5,208.27,199.98,186.9,191.89,193.09,196.78,197.19,207.82,206.77,201.38,0.45637313,pos_performers,High Value,moderate_positive_performance
126,126,RTX US Equity,RAYTHEON TECHNOL,1.04E+11,127,Industrial,New York,UNITED STATES,US,4.409090996,93.45,40.71,3/18/2020,2/11/2020,-16.4,85.52,88.33,88.44,79.08,53.89,61.11,64.12,61.61,57.51,60.68,57.46,55.75,0.777971727,neg_performers,High Value,moderate_negative_performance
127,127,BLK US Equity,BLACKROCK INC,1.04E+11,128,Financial,New York,UNITED STATES,US,4.6842103,692.73,323.98,3/18/2020,11/9/2020,40.39,489.7,502.7,530.08,487.94,409.54,484.16,538.23,544.32,579.95,596.24,567.91,614.87,0.69732919,pos_performers,High Value,high_positive_performance
128,128,WFC US Equity,WELLS FARGO & CO,1.03E+11,129,Financial,New York,UNITED STATES,US,3.206896544,54.75,20.76,10/29/2020,11/29/2019,-49.65,53.62,53.8,47.12,42.26,26.57,27.59,27.09,25.09,24.29,24.05,23.56,21.9,1.02756084,neg_performers,High Value,high_negative_performance
129,129,ITX SM Equity,INDITEX,1.02E+11,130,"Consumer, Cyclical",Soc.Bol SIBE,SPAIN,ES,4.125,36.05,20.65,3/16/2020,2/20/2020,-0.83,30.64,35.27,33.79,31.2,24.59,25.55,28.01,26.46,26.39,27.75,28.54,24.87,0.53868128,neg_performers,High Value,moderate_negative_performance
130,130,HDFCB IN Equity,HDFC BANK LTD,1.01E+11,131,Financial,Natl India,INDIA,IN,4.722222328,19,9.71,3/24/2020,11/11/2020,8.05,17.66,17.92,16.73,16.24,10.83,13.2,13.07,14.36,13.32,15.43,15.12,16.31,0.618680282,pos_performers,High Value,moderate_positive_performance
131,131,AMD US Equity,ADV MICRO DEVICE,1.01E+11,132,Technology,NASDAQ GS,UNITED STATES,US,3.924999952,94.28,36.75,3/18/2020,9/2/2020,107.17,38.73,45.86,48.02,47.46,43.66,49.88,53.63,52.58,77.67,92.18,84.86,74.7,0.97339368,pos_performers,High Value,Very_high_positive_performance
132,132,MMM US Equity,3M CO,1.00E+11,133,Industrial,New York,UNITED STATES,US,2.888888836,182.54,114.04,3/23/2020,1/14/2020,5.22,168.27,176.42,156.59,153.02,133.14,148.6,155.58,155.43,150.41,164.8,158.79,162.94,0.436308048,pos_performers,High Value,moderate_positive_performance
133,133,NOW US Equity,SERVICENOW INC,97994825728,134,Technology,New York,UNITED STATES,US,4.441176414,537.53,238.93,3/18/2020,11/6/2020,85.18,277.35,282.32,343.2,344.4,273.07,339.51,383.37,416.79,439.96,497.19,492.52,476,0.784811901,pos_performers,High Value,high_positive_performance
134,134,ENEL IM Equity,ENEL SPA,97592164352,135,Utilities,BrsaItaliana,ITALY,IT,4.241379261,9.83,5.75,3/16/2020,2/19/2020,24.5,7.32,7.93,8.81,8.54,6.63,6.85,7.79,8.68,9.23,8.96,8.77,8.12,0.501485199,pos_performers,High Value,high_positive_performance
135,135,CBA AU Equity,COMMONW BK AUSTR,96444579840,136,Financial,ASE,AUSTRALIA,AU,2.466666698,61.13,31,3/23/2020,2/14/2020,4.21,55.5,56.07,56.55,52.57,38.76,37.79,43.34,48.35,49.76,49.28,46.01,48.48,0.620746489,pos_performers,High Value,moderate_positive_performance
136,136,CVS US Equity,CVS HEALTH CORP,96165879808,137,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.517241478,77.03,52.04,3/23/2020,11/25/2019,-9.55,75.55,74.29,66.93,64.03,58.34,59.7,65.64,64.56,63.86,60.28,57.84,58.08,0.389910285,neg_performers,High Value,moderate_negative_performance
137,137,ALV GR Equity,ALLIANZ SE-VINK,95952347136,138,Financial,Xetra,GERMANY,DE,4.28125,252.56,125.11,3/18/2020,2/19/2020,-5.33,237.39,244.91,239.81,222.26,167.04,187.5,184.98,202.8,212.61,216.03,190.1,180.33,0.615264547,neg_performers,High Value,moderate_negative_performance
138,138,GSK LN Equity,GLAXOSMITHKLINE,95914901504,139,"Consumer, Non-cyclical",London,BRITAIN,GB,4,24.29,15.59,10/30/2020,1/24/2020,-14.52,22.39,23.58,23.42,20.88,18.59,20.16,20.71,20.44,20.7,19.36,18.62,17.1,0.42447652,neg_performers,High Value,moderate_negative_performance
139,139,000333 CH Equity,MIDEA GROUP CO-A,95703080960,140,"Consumer, Cyclical",Shenzhen,CHINA,CN,4.775000095,14.25,6.53,3/23/2020,11/9/2020,64.63,7.78,8.37,7.15,7.81,6.84,7.61,8.48,8.83,10.38,10.5,10.69,12.46,0.866604303,pos_performers,High Value,high_positive_performance
140,140,AXP US Equity,AMERICAN EXPRESS,95553314816,141,Financial,New York,UNITED STATES,US,3.599999905,138.13,67,3/18/2020,1/24/2020,-3.19,117.26,124.49,131,113.87,77.84,88.32,96.75,94.05,93.54,102.47,101.33,93.4,0.691522458,neg_performers,High Value,moderate_negative_performance
141,141,DGE LN Equity,DIAGEO PLC,94162108416,142,"Consumer, Non-cyclical",London,BRITAIN,GB,3.666666746,43.1,24.9,3/18/2020,1/16/2020,-1.98,40.41,42.43,40.29,36.01,30.53,34.6,35.54,33.66,37.62,32.68,34.43,32.35,0.507258158,neg_performers,High Value,moderate_negative_performance
142,142,CAT US Equity,CATERPILLAR INC,94086905856,143,Industrial,New York,UNITED STATES,US,3.880000114,176.37,87.5,3/12/2020,11/9/2020,24.35,142.96,147.68,129.77,127.6,111.35,110.88,120.5,126.06,131.78,146.05,146.71,163.27,0.664610092,pos_performers,High Value,high_positive_performance
143,143,VOW GR Equity,VOLKSWAGEN AG,94083899392,144,"Consumer, Cyclical",Xetra,GERMANY,DE,4.125,205.65,105.77,3/18/2020,12/13/2019,-5.83,191.1,194.28,181.53,174.41,122.8,149.88,161.83,160.17,162.37,177.58,171.24,160.58,0.596960807,neg_performers,High Value,moderate_negative_performance
144,144,INTU US Equity,INTUIT INC,93480878080,145,Technology,NASDAQ GS,UNITED STATES,US,3.952380896,377.15,187.68,3/23/2020,11/9/2020,33.76,256.55,261.93,282.8,281.18,218.12,261.13,289.95,302.58,311.7,347.18,332.34,316.42,0.656764533,pos_performers,High Value,high_positive_performance
145,145,EL US Equity,ESTEE LAUDER,93417201664,146,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.272727489,259.77,137.01,3/18/2020,11/16/2020,24.26,195.59,206.54,196.2,193.33,153.38,172.54,200.43,189.33,198.17,220.99,219.53,223.85,0.621601094,pos_performers,High Value,high_positive_performance
146,146,9432 JP Equity,NIPPON TELEGRAPH,92996337664,147,Communications,Tokyo,JAPAN,JP,4.230769157,26.48,20,10/2/2020,2/7/2020,-5.75,25.67,25.38,25.64,23.51,23.22,22.8,22.76,22.91,23.55,22.6,20.37,21.53,0.277773809,neg_performers,High Value,moderate_negative_performance
147,147,KER FP Equity,KERING,92775645184,148,"Consumer, Cyclical",EN Paris,FRANCE,FR,4.161290169,743.91,373.94,3/16/2020,11/16/2020,13.05,598.49,656.24,612.78,564.14,497.09,505.67,530.23,541.8,575.35,626.54,684.26,612.8,0.633746301,pos_performers,High Value,moderate_positive_performance
148,148,FIS US Equity,FIDELITY NATIONA,91767046144,149,Technology,New York,UNITED STATES,US,4.552631378,158.21,91.68,3/18/2020,2/14/2020,8.43,135.74,139.09,145.75,148.61,114.56,129.29,138.87,136.86,148.93,152.35,146.87,123.97,0.480682044,pos_performers,High Value,moderate_positive_performance
149,149,TD CN Equity,TORONTO-DOM BANK,91728740352,150,Financial,Toronto,CANADA,CA,3.214285612,58.48,33.8,3/23/2020,11/25/2019,-6.67,57.34,56.09,55.03,52.11,39.95,40.49,44.16,44.62,44.22,49.76,46.48,44.54,0.515249047,neg_performers,High Value,moderate_negative_performance
150,150,300750 CH Equity,CONTEMPORARY A-A,90565386240,151,Industrial,Shenzhen,CHINA,CN,4.434782505,41.63,10.83,11/18/2019,11/6/2020,230.86,12.37,15.28,19.28,20.11,16.96,20.44,21.18,23.96,30.88,31.38,30.81,38.88,1.312826342,pos_performers,High Value,Very_high_positive_performance
151,151,CDI FP Equity,CHRISTIAN DIOR,90353049600,152,"Consumer, Cyclical",EN Paris,FRANCE,FR,,536.69,269.66,3/19/2020,1/17/2020,-1.55,518.31,512.26,472.44,432.44,343.92,390.51,426.06,417.44,412.62,427.24,414.6,429.31,0.616561,neg_performers,High Value,moderate_negative_performance
152,152,ISRG US Equity,INTUITIVE SURGIC,89129394176,153,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3.869565248,792.54,360.5,3/23/2020,11/9/2020,27.02,587.38,591.15,565.62,559.07,458.26,498.86,574.59,575.54,688.94,741.57,710.52,675.98,0.717328862,pos_performers,High Value,high_positive_performance
153,153,NPN SJ Equity,NASPERS LTD-N,89117925376,154,Communications,Johannesburg,SOUTH AFRICA,ZA,5,227.89,107.44,3/18/2020,11/9/2020,35.29,140.34,163.63,167.48,157.66,137.29,153.94,163.6,184.77,185.28,189.17,180.99,196.99,0.71514096,pos_performers,High Value,high_positive_performance
154,154,SYK US Equity,STRYKER CORP,88603918336,155,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.928571463,241.53,124.54,3/23/2020,11/9/2020,14.17,202.33,209.94,211.64,197.22,144.67,180.62,197.25,183.84,191.6,198.03,208.67,202.78,0.602888443,pos_performers,High Value,moderate_positive_performance
155,155,SCHW US Equity,SCHWAB (CHARLES),87989362688,156,Financial,New York,UNITED STATES,US,3.761904716,51.65,28,3/16/2020,12/12/2019,8,49.57,47.56,45.68,41.98,32.96,36.45,36.51,33.02,33.34,35.8,37.73,41.26,0.601449583,pos_performers,High Value,moderate_positive_performance
156,156,9983 JP Equity,FAST RETAILING,87574683648,157,"Consumer, Cyclical",Tokyo,JAPAN,JP,3.875,851.15,359.71,3/19/2020,11/16/2020,23.78,621.79,598.25,530.05,503.62,391.76,473.68,575.2,572.61,543.5,597.81,623.97,692.32,0.876976337,pos_performers,High Value,high_positive_performance
157,157,SE US Equity,SEA LTD-ADR,86924681216,158,Technology,New York,SINGAPORE,KY,4.3157897,187.75,35.3,12/3/2019,11/6/2020,368.71,36.57,40.22,46.37,48.04,43.17,54.78,82.47,114.46,132.75,161.8,160,159.67,1.693418495,pos_performers,High Value,Very_high_positive_performance
158,158,UBER US Equity,UBER TECHNOLOGIE,86795026432,159,Communications,New York,UNITED STATES,US,4.634146214,50.09,13.71,3/18/2020,11/16/2020,82.11,28.98,29.74,37.59,32.85,25.42,28.39,35.82,30.43,31.19,34.3,37.14,34.81,1.129053949,pos_performers,High Value,high_positive_performance
159,159,BATS LN Equity,BRIT AMER TOBACC,86425698304,160,"Consumer, Non-cyclical",London,BRITAIN,GB,4.478260994,45.76,27.3,3/23/2020,1/15/2020,3.33,39.45,42.84,44.1,38.43,35.41,36.86,40.19,38.97,32.95,33.68,35.28,31.79,0.492321369,pos_performers,High Value,moderate_positive_performance
160,160,BKNG US Equity,BOOKING HOLDINGS,86398894080,161,Communications,NASDAQ GS,UNITED STATES,US,3.742857218,2128.02,1107.29,3/23/2020,11/9/2020,8.98,1884.44,2053.73,1839.03,1728.98,1271.63,1448.79,1670.73,1658.79,1650.24,1928.86,1742.98,1604.13,0.598015948,pos_performers,High Value,moderate_positive_performance
