Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),2/12/2019,1/1/2020,3/2/2020,2/3/2020,1/4/2020,1/5/2020,1/6/2020,1/7/2020,3/8/2020,1/9/2020,1/10/2020,2/11/2020
BHP AU Equity,BHP GROUP LTD,1.23926E+11,104,Basic Materials,ASE,AUSTRALIA,AU,4.571428776,29.11,14.84,3/13/2020,1/22/2020,1.92,26.11,27.31,25.58,21.79,18.4,19.17,24.22,24.78,26.57,27.67,26.07,23.8
PM US Equity,PHILIP MORRIS IN,1.22452E+11,105,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.555555344,90.17,56.01,3/23/2020,2/11/2020,-0.95,82.6,85.09,83,84.97,71.12,73.28,73.79,69.99,76.53,79.04,74.14,71.63
LOW US Equity,LOWE'S COS INC,1.22354E+11,106,"Consumer, Cyclical",New York,UNITED STATES,US,4.387096882,180.67,60,3/19/2020,10/16/2020,34.27,116,119.76,117.18,111.04,80.42,104.46,129.32,135.63,150.27,167.59,167.17,160.23
9437 JP Equity,NTT DOCOMO INC,1.20736E+11,107,Communications,Tokyo,JAPAN,JP,3.142857075,37.72,25.08,9/23/2020,9/30/2020,35.02,27.58,27.96,28.38,27.35,29.46,29.69,27.56,26.25,27.8,27.27,36.81,37.05
6758 JP Equity,SONY CORP,1.1494E+11,108,"Consumer, Cyclical",Tokyo,JAPAN,JP,4.714285851,91.24,49.2,3/13/2020,11/13/2020,38.86,64.18,68.12,70.88,63.78,58.16,63.74,64.82,69.19,78.37,78.75,76.1,83.62
SBUX US Equity,STARBUCKS CORP,1.14764E+11,109,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,3.857142925,97.81,50.02,3/18/2020,11/16/2020,19.24,84.57,87.92,86.01,82.38,62.62,73.79,78.32,74.03,75.5,86.05,86.74,85.97
BA US Equity,BOEING CO/THE,1.14261E+11,110,Industrial,New York,UNITED STATES,US,3.586206913,374.77,89,3/18/2020,11/18/2019,-43.62,355.18,325.76,316,289.27,130.7,133.37,151.39,180.32,162.27,172.1,167.86,148.6
ZM US Equity,ZOOM VIDEO COM-A,1.13527E+11,111,Technology,NASDAQ GS,UNITED STATES,US,3.533333302,588.84,62.02,12/13/2019,10/19/2020,494.9,68.93,68.04,87.66,113.11,137,138.56,204.15,259.13,268,457.69,482.99,453
SIE GR Equity,SIEMENS AG-REG,1.13458E+11,112,Industrial,Xetra,GERMANY,DE,4.433333397,141,56.83,3/19/2020,11/9/2020,10.37,116.72,118.29,111.27,93.82,71.5,83.89,101.65,106.46,119.08,125.76,125.18,120
SHOP CN Equity,SHOPIFY INC - A,1.12066E+11,113,Communications,Toronto,CANADA,CA,3.666666746,1149.64,305.75,11/18/2019,9/2/2020,200.73,331.01,397.61,469.53,488.57,384.17,612.76,757.69,949.76,1021.92,1138.43,1053.85,913.63
857 HK Equity,PETROCHINA-H,1.11119E+11,114,Energy,Hong Kong,CHINA,CN,3.736842155,0.54,0.28,10/22/2020,1/8/2020,-27.77,0.46,0.5,0.44,0.4,0.36,0.36,0.35,0.33,0.34,0.35,0.29,0.28
RY CN Equity,ROYAL BANK OF CA,1.10613E+11,115,Financial,Toronto,CANADA,CA,4.357142925,82.85,49.66,3/23/2020,11/25/2019,-0.05,81.25,79.13,78.86,76.68,58.41,59.97,67.11,67.83,68.93,75.82,70.37,70.4
FP FP Equity,TOTAL SE,1.07788E+11,116,Energy,EN Paris,FRANCE,FR,4.925925732,57.02,22.56,3/19/2020,1/6/2020,-24.69,52.14,55.17,48.39,43.71,38.46,36.1,38.45,38.48,38.07,39.32,33.46,31.5
AMT US Equity,AMERICAN TOWER C,1.06207E+11,117,Financial,New York,UNITED STATES,US,4.478260994,272.2,174.32,3/23/2020,7/29/2020,12.58,209.57,229.82,234.07,240.75,206.97,234.2,264.31,265.39,256.58,248.03,242.15,233.49
RIO LN Equity,RIO TINTO PLC,1.05706E+11,118,Basic Materials,London,BRITAIN,GB,3.519999981,66.72,34.14,3/23/2020,9/15/2020,20.32,54.71,59.7,53.11,47.65,44.71,45.23,54.56,55.52,62.75,62.34,59.94,57.14
RMS FP Equity,HERMES INTL,1.05585E+11,119,"Consumer, Cyclical",EN Paris,FRANCE,FR,2.849999905,1016.2,559.76,3/18/2020,11/9/2020,29.11,736.49,747.08,750.68,709.71,646.76,733.78,830.3,832.86,811.39,855.19,879.47,931.87
LMT US Equity,LOCKHEED MARTIN,1.05515E+11,120,Industrial,New York,UNITED STATES,US,4.208333492,442.53,266.11,3/23/2020,2/11/2020,-1.25,383.62,389.38,423.86,381.35,338.52,383.47,388.96,360.42,377.1,386.81,380.89,352.42
IBM US Equity,IBM,1.05466E+11,121,Technology,New York,UNITED STATES,US,3.444444418,158.75,90.56,3/23/2020,2/6/2020,-8.35,132.91,134.04,146.27,134.3,105.14,121.87,124.89,118.54,124.31,123.4,121.09,112.91
MS US Equity,MORGAN STANLEY,1.05133E+11,122,Financial,New York,UNITED STATES,US,4.357142925,58.14,27.2,3/18/2020,11/16/2020,22.4,49.08,51.12,52.6,46.48,31.62,38.4,44.7,47.61,49.46,52.58,47.26,49.38
HSBA LN Equity,HSBC HOLDINGS PL,1.04965E+11,123,Financial,London,BRITAIN,GB,2.483870983,7.89,3.58,9/25/2020,12/27/2019,-33.9,7.36,7.85,7.23,6.66,5.09,5.04,4.74,4.65,4.34,4.25,3.93,4.29
RIO AU Equity,RIO TINTO LTD,1.04941E+11,124,Basic Materials,ASE,AUSTRALIA,AU,3.571428537,77.08,44.2,3/13/2020,1/22/2020,11.75,66.47,70.45,64.78,56.36,53.82,53.05,65.95,67.22,73.28,71.92,68.54,65.12
C US Equity,CITIGROUP INC,1.04931E+11,125,Financial,New York,UNITED STATES,US,4.555555344,83.11,32,3/18/2020,1/14/2020,-27.44,74.52,79.89,75.13,67.59,38.51,45.52,49.45,50.35,50.39,51.2,43.44,42.21
CSL AU Equity,CSL LTD,1.04558E+11,126,"Consumer, Non-cyclical",ASE,AUSTRALIA,AU,3.666666746,231.21,140.75,3/23/2020,2/20/2020,17.21,195.01,193.5,208.27,199.98,186.9,191.89,193.09,196.78,197.19,207.82,206.77,201.38
RTX US Equity,RAYTHEON TECHNOL,1.04275E+11,127,Industrial,New York,UNITED STATES,US,4.409090996,93.45,40.71,3/18/2020,2/11/2020,-16.4,85.52,88.33,88.44,79.08,53.89,61.11,64.12,61.61,57.51,60.68,57.46,55.75
BLK US Equity,BLACKROCK INC,1.03817E+11,128,Financial,New York,UNITED STATES,US,4.6842103,692.73,323.98,3/18/2020,11/9/2020,40.39,489.7,502.7,530.08,487.94,409.54,484.16,538.23,544.32,579.95,596.24,567.91,614.87
WFC US Equity,WELLS FARGO & CO,1.02949E+11,129,Financial,New York,UNITED STATES,US,3.206896544,54.75,20.76,10/29/2020,11/29/2019,-49.65,53.62,53.8,47.12,42.26,26.57,27.59,27.09,25.09,24.29,24.05,23.56,21.9
ITX SM Equity,INDITEX,1.01821E+11,130,"Consumer, Cyclical",Soc.Bol SIBE,SPAIN,ES,4.125,36.05,20.65,3/16/2020,2/20/2020,-0.83,30.64,35.27,33.79,31.2,24.59,25.55,28.01,26.46,26.39,27.75,28.54,24.87
HDFCB IN Equity,HDFC BANK LTD,1.01255E+11,131,Financial,Natl India,INDIA,IN,4.722222328,19,9.71,3/24/2020,11/11/2020,8.05,17.66,17.92,16.73,16.24,10.83,13.2,13.07,14.36,13.32,15.43,15.12,16.31
AMD US Equity,ADV MICRO DEVICE,1.00703E+11,132,Technology,NASDAQ GS,UNITED STATES,US,3.924999952,94.28,36.75,3/18/2020,9/2/2020,107.17,38.73,45.86,48.02,47.46,43.66,49.88,53.63,52.58,77.67,92.18,84.86,74.7
MMM US Equity,3M CO,1.00286E+11,133,Industrial,New York,UNITED STATES,US,2.888888836,182.54,114.04,3/23/2020,1/14/2020,5.22,168.27,176.42,156.59,153.02,133.14,148.6,155.58,155.43,150.41,164.8,158.79,162.94
NOW US Equity,SERVICENOW INC,97994825728,134,Technology,New York,UNITED STATES,US,4.441176414,537.53,238.93,3/18/2020,11/6/2020,85.18,277.35,282.32,343.2,344.4,273.07,339.51,383.37,416.79,439.96,497.19,492.52,476
ENEL IM Equity,ENEL SPA,97592164352,135,Utilities,BrsaItaliana,ITALY,IT,4.241379261,9.83,5.75,3/16/2020,2/19/2020,24.5,7.32,7.93,8.81,8.54,6.63,6.85,7.79,8.68,9.23,8.96,8.77,8.12
CBA AU Equity,COMMONW BK AUSTR,96444579840,136,Financial,ASE,AUSTRALIA,AU,2.466666698,61.13,31,3/23/2020,2/14/2020,4.21,55.5,56.07,56.55,52.57,38.76,37.79,43.34,48.35,49.76,49.28,46.01,48.48
CVS US Equity,CVS HEALTH CORP,96165879808,137,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.517241478,77.03,52.04,3/23/2020,11/25/2019,-9.55,75.55,74.29,66.93,64.03,58.34,59.7,65.64,64.56,63.86,60.28,57.84,58.08
ALV GR Equity,ALLIANZ SE-VINK,95952347136,138,Financial,Xetra,GERMANY,DE,4.28125,252.56,125.11,3/18/2020,2/19/2020,-5.33,237.39,244.91,239.81,222.26,167.04,187.5,184.98,202.8,212.61,216.03,190.1,180.33
GSK LN Equity,GLAXOSMITHKLINE,95914901504,139,"Consumer, Non-cyclical",London,BRITAIN,GB,4,24.29,15.59,10/30/2020,1/24/2020,-14.52,22.39,23.58,23.42,20.88,18.59,20.16,20.71,20.44,20.7,19.36,18.62,17.1
000333 CH Equity,MIDEA GROUP CO-A,95703080960,140,"Consumer, Cyclical",Shenzhen,CHINA,CN,4.775000095,14.25,6.53,3/23/2020,11/9/2020,64.63,7.78,8.37,7.15,7.81,6.84,7.61,8.48,8.83,10.38,10.5,10.69,12.46
AXP US Equity,AMERICAN EXPRESS,95553314816,141,Financial,New York,UNITED STATES,US,3.599999905,138.13,67,3/18/2020,1/24/2020,-3.19,117.26,124.49,131,113.87,77.84,88.32,96.75,94.05,93.54,102.47,101.33,93.4
DGE LN Equity,DIAGEO PLC,94162108416,142,"Consumer, Non-cyclical",London,BRITAIN,GB,3.666666746,43.1,24.9,3/18/2020,1/16/2020,-1.98,40.41,42.43,40.29,36.01,30.53,34.6,35.54,33.66,37.62,32.68,34.43,32.35
CAT US Equity,CATERPILLAR INC,94086905856,143,Industrial,New York,UNITED STATES,US,3.880000114,176.37,87.5,3/12/2020,11/9/2020,24.35,142.96,147.68,129.77,127.6,111.35,110.88,120.5,126.06,131.78,146.05,146.71,163.27
VOW GR Equity,VOLKSWAGEN AG,94083899392,144,"Consumer, Cyclical",Xetra,GERMANY,DE,4.125,205.65,105.77,3/18/2020,12/13/2019,-5.83,191.1,194.28,181.53,174.41,122.8,149.88,161.83,160.17,162.37,177.58,171.24,160.58
INTU US Equity,INTUIT INC,93480878080,145,Technology,NASDAQ GS,UNITED STATES,US,3.952380896,377.15,187.68,3/23/2020,11/9/2020,33.76,256.55,261.93,282.8,281.18,218.12,261.13,289.95,302.58,311.7,347.18,332.34,316.42
EL US Equity,ESTEE LAUDER,93417201664,146,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.272727489,259.77,137.01,3/18/2020,11/16/2020,24.26,195.59,206.54,196.2,193.33,153.38,172.54,200.43,189.33,198.17,220.99,219.53,223.85
9432 JP Equity,NIPPON TELEGRAPH,92996337664,147,Communications,Tokyo,JAPAN,JP,4.230769157,26.48,20,10/2/2020,2/7/2020,-5.75,25.67,25.38,25.64,23.51,23.22,22.8,22.76,22.91,23.55,22.6,20.37,21.53
KER FP Equity,KERING,92775645184,148,"Consumer, Cyclical",EN Paris,FRANCE,FR,4.161290169,743.91,373.94,3/16/2020,11/16/2020,13.05,598.49,656.24,612.78,564.14,497.09,505.67,530.23,541.8,575.35,626.54,684.26,612.8
FIS US Equity,FIDELITY NATIONA,91767046144,149,Technology,New York,UNITED STATES,US,4.552631378,158.21,91.68,3/18/2020,2/14/2020,8.43,135.74,139.09,145.75,148.61,114.56,129.29,138.87,136.86,148.93,152.35,146.87,123.97
TD CN Equity,TORONTO-DOM BANK,91728740352,150,Financial,Toronto,CANADA,CA,3.214285612,58.48,33.8,3/23/2020,11/25/2019,-6.67,57.34,56.09,55.03,52.11,39.95,40.49,44.16,44.62,44.22,49.76,46.48,44.54
300750 CH Equity,CONTEMPORARY A-A,90565386240,151,Industrial,Shenzhen,CHINA,CN,4.434782505,41.63,10.83,11/18/2019,11/6/2020,230.86,12.37,15.28,19.28,20.11,16.96,20.44,21.18,23.96,30.88,31.38,30.81,38.88
CDI FP Equity,CHRISTIAN DIOR,90353049600,152,"Consumer, Cyclical",EN Paris,FRANCE,FR,#N/A N/A,536.69,269.66,3/19/2020,1/17/2020,-1.55,518.31,512.26,472.44,432.44,343.92,390.51,426.06,417.44,412.62,427.24,414.6,429.31
ISRG US Equity,INTUITIVE SURGIC,89129394176,153,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3.869565248,792.54,360.5,3/23/2020,11/9/2020,27.02,587.38,591.15,565.62,559.07,458.26,498.86,574.59,575.54,688.94,741.57,710.52,675.98
NPN SJ Equity,NASPERS LTD-N,89117925376,154,Communications,Johannesburg,SOUTH AFRICA,ZA,5,227.89,107.44,3/18/2020,11/9/2020,35.29,140.34,163.63,167.48,157.66,137.29,153.94,163.6,184.77,185.28,189.17,180.99,196.99
SYK US Equity,STRYKER CORP,88603918336,155,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.928571463,241.53,124.54,3/23/2020,11/9/2020,14.17,202.33,209.94,211.64,197.22,144.67,180.62,197.25,183.84,191.6,198.03,208.67,202.78
SCHW US Equity,SCHWAB (CHARLES),87989362688,156,Financial,New York,UNITED STATES,US,3.761904716,51.65,28,3/16/2020,12/12/2019,8,49.57,47.56,45.68,41.98,32.96,36.45,36.51,33.02,33.34,35.8,37.73,41.26
9983 JP Equity,FAST RETAILING,87574683648,157,"Consumer, Cyclical",Tokyo,JAPAN,JP,3.875,851.15,359.71,3/19/2020,11/16/2020,23.78,621.79,598.25,530.05,503.62,391.76,473.68,575.2,572.61,543.5,597.81,623.97,692.32
SE US Equity,SEA LTD-ADR,86924681216,158,Technology,New York,SINGAPORE,KY,4.3157897,187.75,35.3,12/3/2019,11/6/2020,368.71,36.57,40.22,46.37,48.04,43.17,54.78,82.47,114.46,132.75,161.8,160,159.67
UBER US Equity,UBER TECHNOLOGIE,86795026432,159,Communications,New York,UNITED STATES,US,4.634146214,50.09,13.71,3/18/2020,11/16/2020,82.11,28.98,29.74,37.59,32.85,25.42,28.39,35.82,30.43,31.19,34.3,37.14,34.81
BATS LN Equity,BRIT AMER TOBACC,86425698304,160,"Consumer, Non-cyclical",London,BRITAIN,GB,4.478260994,45.76,27.3,3/23/2020,1/15/2020,3.33,39.45,42.84,44.1,38.43,35.41,36.86,40.19,38.97,32.95,33.68,35.28,31.79
BKNG US Equity,BOOKING HOLDINGS,86398894080,161,Communications,NASDAQ GS,UNITED STATES,US,3.742857218,2128.02,1107.29,3/23/2020,11/9/2020,8.98,1884.44,2053.73,1839.03,1728.98,1271.63,1448.79,1670.73,1658.79,1650.24,1928.86,1742.98,1604.13
IBE SM Equity,IBERDROLA SA,85529255936,162,Utilities,Soc.Bol SIBE,SPAIN,ES,3.5,13.65,8.66,3/16/2020,11/12/2020,32.68,9.52,10.29,10.95,11.99,9.58,10.04,10.8,11.67,13.03,12.59,12.56,12.06
BEKE US Equity,KE HOLDINGS INC,84106985472,163,Communications,New York,CHINA,KY,3.444444418,79.4,31.79,8/13/2020,11/16/2020,0,0,0,0,0,0,0,0,0,0,54,62.05,69.82
MDLZ US Equity,MONDELEZ INTER-A,83921952768,164,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.826086998,59.96,41.19,3/23/2020,2/19/2020,11.7,52.84,55.08,57.55,55.6,48.68,50.7,52.25,51.08,55.49,58.2,57.91,54.34
DTE GR Equity,DEUTSCHE TELEKOM,83880525824,165,Communications,Xetra,GERMANY,DE,4.612903118,18.61,11.49,3/16/2020,2/20/2020,1.97,16.56,16.34,16.18,16.64,12.49,14.57,16.02,16.79,16.97,17.52,17,15.56
GE US Equity,GENERAL ELECTRIC,83831988224,166,Industrial,New York,UNITED STATES,US,4.13043499,13.26,5.48,5/13/2020,2/12/2020,-15.57,11.16,11.16,12.26,11.21,7.04,6.5,6.76,6.74,6.11,6.19,6.24,7.52
AIR FP Equity,AIRBUS SE,83740467200,167,Industrial,EN Paris,FRANCE,NL,4.206896782,154.45,51.98,3/18/2020,1/24/2020,-33.98,143.73,146.32,147.84,120.32,57.03,63.6,66.16,72.3,74.88,83.02,76.23,73.36
NSU GR Equity,AUDI AG,83175800832,168,"Consumer, Cyclical",Xetra,GERMANY,DE,#N/A N/A,1950.14,863.85,11/18/2019,11/9/2020,106.95,872.71,897.12,897.99,1088.93,1043.34,1082.32,1157.52,1768.45,1844.59,1921.37,1867.45,73.36
ANTM US Equity,ANTHEM INC,82855837696,169,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.519999981,338.2,171.03,3/23/2020,11/16/2020,7.94,287.43,302.03,266.43,271.27,214.3,269.57,290.03,268.68,270.75,273.08,270.17,278.25
TGT US Equity,TARGET CORP,82692055040,170,"Consumer, Cyclical",New York,UNITED STATES,US,4.199999809,167.42,90.17,4/3/2020,10/20/2020,57.73,123.98,128.21,112.51,109.06,95.27,108.23,119.49,118.96,127.84,150.55,158.6,154.39
VEA US Equity,VANGUARD FTSE ET,82669510656,171,Funds,NYSE Arca,UNITED STATES,US,0,44.88,28.46,3/18/2020,11/16/2020,6.76,42.78,44.06,42.89,39.99,31.86,34.89,38.49,38.92,40.5,41.93,41.14,39.93
SPGI US Equity,S&P GLOBAL INC,81712570368,172,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.333333492,379.87,186.05,3/18/2020,9/2/2020,27.5,262.19,273.05,295.67,289.31,234.33,286.06,327.3,334.52,350.68,368.39,363.73,327.92
AGG US Equity,ISHARES CORE U.S,81517584384,173,Funds,NYSE Arca,UNITED STATES,US,0,119.73,105.56,3/19/2020,8/6/2020,7.26,112.49,112.37,114.37,115.94,114.73,116.87,117.37,118.05,119.4,118.42,118.02,117.22
DE US Equity,DEERE & CO,81195401216,174,Industrial,New York,UNITED STATES,US,4.047618866,265.87,106.14,3/18/2020,11/9/2020,49.88,165.29,173.26,158.29,163.92,133.67,138.19,149.14,156.85,177.62,217.69,219.04,231.7
SQ US Equity,SQUARE INC - A,80789839872,175,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.760869503,201.33,32.33,3/18/2020,11/6/2020,188.78,66.88,62.56,79.8,80.67,46.81,63,82.72,115.9,134.8,166.66,168.49,155.23
603288 CH Equity,FOSHAN HAITIAN-A,80245006336,176,"Consumer, Non-cyclical",Shanghai,CHINA,CN,4.486486435,29.64,10.81,3/19/2020,9/3/2020,73.89,12.71,12.87,12.09,12.21,14.3,14.5,16.34,17.68,21.41,27.63,23.87,24.14
GS US Equity,GOLDMAN SACHS GP,79760859136,177,Financial,New York,UNITED STATES,US,4.269230843,250.46,130.85,3/19/2020,1/17/2020,4.57,217.64,229.93,239.01,209.47,145.29,177.1,199.93,197.57,199.39,205.46,198.55,190.2
SU FP Equity,SCHNEIDER ELECTR,79070478336,178,Industrial,EN Paris,FRANCE,FR,3.961538553,143.96,65.94,3/19/2020,11/9/2020,40.32,95.8,102.61,101.52,103.12,80.34,91.71,99.84,109.4,119.43,124.71,124.91,125.35
CI US Equity,CIGNA CORP,78864646144,179,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.769230843,224.96,118.5,3/18/2020,11/11/2020,2.38,196.94,204.49,191.77,194.34,173.07,187.09,198.1,190.5,173,176.15,167.38,174.84
IEFA US Equity,ISH CORE EAFE,78772740096,180,Funds,Cboe BZX,UNITED STATES,US,0,66.19,42.29,3/16/2020,11/16/2020,5.79,63.78,65.24,63.54,59.19,47.59,51.85,57.33,57.43,59.53,61.47,60.66,58.81
ZTS US Equity,ZOETIS INC,78557011968,181,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.142857075,176.64,90.14,3/23/2020,11/5/2020,39,119.91,132.35,135.52,138.91,111.92,127.53,138.34,137.19,154.51,162.05,164.03,162.89
1810 HK Equity,XIAOMI CORP-B,78451548160,182,Communications,Hong Kong,CHINA,KY,4.408163071,3.48,1.07,11/22/2019,9/2/2020,198.83,1.14,1.38,1.55,1.66,1.32,1.32,1.57,1.66,1.94,3.3,2.64,2.85
CNR CN Equity,CAN NATL RAILWAY,77673570304,183,Industrial,Toronto,CANADA,CA,3.344827652,113.14,65.34,3/16/2020,10/16/2020,18.75,90.04,90.47,92.93,86.19,74.87,80.38,86.52,88.45,97.61,105.39,106.34,102.32
AI FP Equity,AIR LIQUIDE SA,77473538048,184,Basic Materials,EN Paris,FRANCE,FR,4.13793087,170.73,105.24,3/16/2020,11/9/2020,17.06,132.46,141.52,145.87,139.81,124.54,127.57,136.18,144.69,167.54,166.06,158.62,150.12
MO US Equity,ALTRIA GROUP INC,77087227904,185,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.176470757,51.78,30.95,3/23/2020,1/15/2020,-7.23,50.6,49.91,46.26,42.07,37.61,37.91,39.18,39.24,41.01,43.12,38.92,36.48
SABIC AB Equity,SABIC,76791808000,186,Basic Materials,Saudi Arabia,SAUDI ARABIA,SA,2.466666698,26.66,16.47,3/17/2020,10/12/2020,7.34,24.03,24.81,23,19.8,18.72,19.94,23.44,23.49,23.7,23.41,23.59,24
GILD US Equity,GILEAD SCIENCES,76578037760,187,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3.75,85.97,57.04,10/29/2020,3/19/2020,-3.05,66.12,64.98,66.36,75.4,72.51,79.95,75.16,76.06,71.73,65.83,63.32,58.53
6098 JP Equity,RECRUIT HOLDINGS,76385787904,188,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,4.111111164,46.59,20.55,4/6/2020,11/10/2020,15.71,36.48,37.73,39.9,35.73,23.87,28.78,34.87,33.42,32.47,38.23,39.41,39.56
PLD US Equity,PROLOGIS INC,76265979904,189,Financial,New York,UNITED STATES,US,4.368421078,112.37,59.82,3/23/2020,11/9/2020,12.65,90.01,89.14,91.87,88.27,73.26,86.85,93.7,95.15,104.98,101.5,102.16,101.87
ADP US Equity,AUTOMATIC DATA,75921522688,190,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,3,182.32,103.11,3/18/2020,2/18/2020,4.12,168.59,170.5,173.94,163,129.72,140.42,145.55,149.11,134.46,138.53,137.7,161.46
GLD US Equity,SPDR GOLD SHARES,74704158720,191,Funds,NYSE Arca,UNITED STATES,US,0,194.45,136.12,3/16/2020,8/6/2020,26.3,137.79,142.9,148.36,149.2,149.45,159.78,163.66,166.62,185.64,185.05,178.7,177.91
4519 JP Equity,CHUGAI PHARMA CO,74608656384,192,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,3.5,55.33,28.35,11/18/2019,6/29/2020,42.98,30,30.92,35.49,35.51,37.64,40.11,48.96,53.34,46.22,44.22,44.67,38.85
CL US Equity,COLGATE-PALMOLIV,73656516608,193,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.571428537,86.06,58.49,3/23/2020,11/16/2020,30.14,67.57,68.84,74.93,72.44,65.55,68.53,72.73,73.03,76.57,78.09,77.06,80.16
FISV US Equity,FISERV INC,73553739776,194,Technology,NASDAQ GS,UNITED STATES,US,4.486486435,125.05,73.5,3/19/2020,2/4/2020,-2.6,114.28,115.63,121.94,114.23,88.01,100.25,108.87,98.5,100.54,99.37,104.25,97.29
FDX US Equity,FEDEX CORP,73481117696,195,Industrial,New York,UNITED STATES,US,4.199999809,293.3,88.69,3/17/2020,10/21/2020,83.06,158.03,151.21,143.84,139.75,113.48,118.2,129.71,156.66,169.22,225.46,254.08,266.98
ORSTED DC Equity,ORSTED A/S,73350324224,196,Utilities,Copenhagen,DENMARK,DK,3.620689631,180.92,80.6,3/16/2020,11/9/2020,83.2,90.78,103.46,108.95,106.06,94.94,100.89,117.45,115.78,143.61,141.08,146.74,159.44
TJX US Equity,TJX COS INC,73250643968,197,"Consumer, Cyclical",New York,UNITED STATES,US,4.714285851,64.95,32.72,3/23/2020,2/26/2020,1.89,60.4,61.06,60.24,62.19,44.62,48.25,53.33,51.18,51.89,55.27,57.08,51.74
4568 JP Equity,DAIICHI SANKYO,71595638784,198,"Consumer, Non-cyclical",Tokyo,JAPAN,JP,4.166666508,34,16.08,3/13/2020,11/12/2020,59.47,21.44,22.18,23.24,21.15,21.79,23.03,29.45,26.57,28.83,29.94,30.59,27.23
CCI US Equity,CROWN CASTLE INT,71345291264,199,Financial,New York,UNITED STATES,US,3.84210515,180,114.18,3/24/2020,7/6/2020,29.25,130.95,142.15,149.19,156.24,137.59,156.41,173.77,171.89,164.1,162.1,168.01,159.48
386 HK Equity,SINOPEC CORP-H,71294558208,200,Energy,Hong Kong,CHINA,CN,4.764705658,0.62,0.38,10/22/2020,1/6/2020,-14.89,0.56,0.6,0.52,0.52,0.48,0.51,0.45,0.42,0.43,0.45,0.4,0.4
CSX US Equity,CSX CORP,71124074496,201,Industrial,NASDAQ GS,UNITED STATES,US,4.222222328,93.71,46.81,3/23/2020,11/9/2020,30.95,70.01,72.36,77.1,70.75,54.85,65,70.86,68.24,70.35,78.04,76.86,81.76
1321 JP Equity,NEXT FUNDS NIKKE,70765223936,202,Funds,Tokyo,JAPAN,JP,0,258.23,152.32,3/19/2020,11/16/2020,12.22,222.21,224.67,217.91,204.53,175.1,191.33,213.14,214.3,213.97,223.54,226.24,228.8
BDX US Equity,BECTON DICKINSON,70313410560,203,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.333333492,286.72,197.75,3/23/2020,2/5/2020,-4,259.03,271.97,279.31,245.32,225.4,251.87,244.85,241.53,283.68,240.84,230.85,234.79
D US Equity,DOMINION ENERGY,70217547776,204,Utilities,New York,UNITED STATES,US,3.470588207,90.89,57.79,3/23/2020,2/24/2020,1.28,82,82.82,85.84,84.18,69.93,75.61,85.89,82.35,80.33,77.82,78.59,81.66
SBER RM Equity,SBERBANK,70165323776,205,Financial,MICEX Main,RUSSIA,RU,4.647058964,4.37,2.1,3/18/2020,1/22/2020,9.42,3.64,4.11,3.98,3.43,2.34,2.61,2.94,2.87,3.09,3.09,2.93,2.54
DUK US Equity,DUKE ENERGY CORP,69927362560,206,Utilities,New York,UNITED STATES,US,3.666666746,103.79,62.13,3/23/2020,2/24/2020,9.95,87.29,91.21,97.67,96.67,77.57,82.64,87.44,81.93,83.81,79.21,90.05,93.82
9433 JP Equity,KDDI CORP,69702926336,207,Communications,Tokyo,JAPAN,JP,4.190476418,32.11,23.96,9/30/2020,2/12/2020,1.62,28.89,29.94,30.37,28.31,28.42,28.91,29.44,29.67,31.07,28.26,25.16,27.86
600276 CH Equity,JIANGSU HENGRU-A,69635006464,208,"Consumer, Non-cyclical",Shanghai,CHINA,CN,4.621621609,15.02,9.05,3/19/2020,7/15/2020,10.04,9.91,10.47,10.14,10.2,10.56,10.97,11.25,12.88,13.35,13.76,13.23,13.34
600900 CH Equity,CHINA YANGTZE-A,69303631872,209,Utilities,Shanghai,CHINA,CN,4.814815044,3.15,2.26,2/3/2020,9/15/2020,13.32,2.55,2.64,2.44,2.48,2.4,2.47,2.5,2.75,2.63,2.86,2.82,2.96
